id	title	description	link	price	condition	brand	image_link	google_product_category	availability	shipping	manufacturer	c:Vehicle_year:string	c:vehicle:string	c:vehicle_make:string	c:vehicle_model:string	c:category_name1:string	c:vehicle_product:string	c:vehicle_product1:string	c:vehicle_product2:string	c:vehicle_product3:string	c:vehicle_product4:string	c:GoogleAffiliateNetworkPublish	additional_image_link	product_type	adwords_redirect	adwords_grouping	adwords_labels	mpn	promotion_id	custom_label_0	custom_label_1	custom_label_2	custom_label_3	Fit Note	Year Min	Year Max	Color	Brand Type	Design	Series	Submodel	Operation	Location	Part Name	Material	Product Fit	SKU	Warranty	Emissions	Sales	c:cost_of_goods_sold:decimal	Title LP	Product Details	Old ID	Extra Shipping Charge	Est Cost	Variable Cost	Shipping Cost	Category	Subcategory	channelized VC
Beck Arnley+022-1570	Beck Arnley Valve Stem Seal 022-1570, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2025015/sku-963370.jcwx?TID=gglpla	10.27 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/022-1570_is?Beck Arnley+022-1570	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Care > Tire Care > Tire Valve Caps	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/022-1570_is?Beck Arnley+022-1570	Valve Stem Seal > Isuzu > Oasis > 1996 > 022-1570	http://www.jcwhitney.com/p2025015/sku-963370.jcwx?TID=gglpla		Valve Stem Seal, Beck Arnley, 2025015, 840690	022-1570			Unsold	Stock Ship				1996		Branded					Exhaust	Valve Stem Seal		direct fit	840690	90-day or 4,000-mile beck arnley limited warranty		No	9.01 USD	 Beck Arnley Exhaust Valve Stem Seal			0.00	1.53	2.27	5.21	Engine Mechanical	Cams, Timing & Valvetrain	1.46
Beck Arnley+024-1153	Beck Arnley Timing Belt Tensioner 024-1153, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p3046487/sku-962188.jcwx?TID=gglpla	42.51 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/024-1153_is?Beck Arnley+024-1153	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Timing Parts > Vehicle Engine Timing Belts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/024-1153_is?Beck Arnley+024-1153	Timing Belt Tensioner > Honda > CR-V > 2001 > 024-1153	http://www.jcwhitney.com/p3046487/sku-962188.jcwx?TID=gglpla		Timing Belt Tensioner, Beck Arnley, 3046487, 839485	024-1153			Unsold	Drop Ship				2001		Branded						Timing Belt Tensioner		direct fit	839485	90-day or 4,000-mile beck arnley limited warranty		No	33.95 USD	 Beck Arnley Timing Belt Tensioner			0.00	24.12	3.71	6.12	Engine Mechanical	Cams, Timing & Valvetrain	4.38
Beck Arnley+026-0269	Beck Arnley Timing Belt 026-0269, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024980/sku-961933.jcwx?TID=gglpla	53.89 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/026-0269_is?Beck Arnley+026-0269	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Timing Parts > Vehicle Engine Timing Belts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/026-0269_is?Beck Arnley+026-0269	Timing Belt > Honda > CR-V > 2001 > 026-0269	http://www.jcwhitney.com/p2024980/sku-961933.jcwx?TID=gglpla		Timing Belt, Beck Arnley, 2024980, 839230	026-0269			Unsold	Stock Ship				2001		Branded						Timing Belt		direct fit	839230	90-day or 4,000-mile beck arnley limited warranty		No	45.77 USD	 Beck Arnley Timing Belt			0.00	31.45	7.01	7.31	Engine Mechanical|Most Popular	Cams, Timing & Valvetrain	5.52
Beck Arnley+026-0332	Beck Arnley Timing Belt 026-0332, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024980/sku-961982.jcwx?TID=gglpla	39.63 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/026-0332_is?Beck Arnley+026-0332	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Timing Parts > Vehicle Engine Timing Belts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/026-0332_is?Beck Arnley+026-0332	Timing Belt > Acura > Integra > 2001 > 026-0332	http://www.jcwhitney.com/p2024980/sku-961982.jcwx?TID=gglpla		Timing Belt, Beck Arnley, 2024980, 839279	026-0332			Unsold	Stock Ship				2001		Branded						Timing Belt		direct fit	839279	90-day or 4,000-mile beck arnley limited warranty		No	37.52 USD	 Beck Arnley Timing Belt			0.00	23.04	7.17	7.31	Engine Mechanical|Most Popular	Cams, Timing & Valvetrain	4.22
Beck Arnley+034-0750	Beck Arnley Oil Pan Gasket 034-0750, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024847/sku-953687.jcwx?TID=gglpla	25.70 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/034-0750_is?Beck Arnley+034-0750	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/034-0750_is?Beck Arnley+034-0750	Oil Pan Gasket > Honda > Civic del Sol > 1997 > 034-0750	http://www.jcwhitney.com/p2024847/sku-953687.jcwx?TID=gglpla		Oil Pan Gasket, Beck Arnley, 2024847, 829870	034-0750			Unsold	Drop Ship				1997		Branded						Oil Pan Gasket	rubber	direct fit	829870	90-day or 4,000-mile beck arnley limited warranty		No	20.77 USD	 Beck Arnley Oil Pan Gasket-rubber			0.00	11.66	2.26	6.85	Engine Mechanical	Cranks, Pistons, Oil & Components	2.86
Beck Arnley+034-0779	Beck Arnley Oil Pan Gasket 034-0779, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024847/sku-953704.jcwx?TID=gglpla	26.84 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/034-0779_is?Beck Arnley+034-0779	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/034-0779_is?Beck Arnley+034-0779	Oil Pan Gasket > Honda > CR-V > 2001 > 034-0779	http://www.jcwhitney.com/p2024847/sku-953704.jcwx?TID=gglpla		Oil Pan Gasket, Beck Arnley, 2024847, 829887	034-0779			Unsold	Stock Ship				2001		Branded						Oil Pan Gasket	rubber	direct fit	829887	90-day or 4,000-mile beck arnley limited warranty		No	21.82 USD	 Beck Arnley Oil Pan Gasket-rubber			0.00	12.68	2.29	6.85	Engine Mechanical	Cranks, Pistons, Oil & Components	2.96
Beck Arnley+035-1900	Beck Arnley Cylinder Head Gasket 035-1900, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p3046462/sku-948521.jcwx?TID=gglpla	40.35 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/035-1900_is?Beck Arnley+035-1900	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/035-1900_is?Beck Arnley+035-1900	Cylinder Head Gasket > Acura > Integra > 1989 > 035-1900	http://www.jcwhitney.com/p3046462/sku-948521.jcwx?TID=gglpla		Cylinder Head Gasket, Beck Arnley, 3046462, 824704	035-1900			Unsold	Stock Ship				1989		Branded						Cylinder Head Gasket		direct fit	824704	90-day or 4,000-mile beck arnley limited warranty		No	31.90 USD	 Beck Arnley Cylinder Head Gasket			0.00	22.13	4.35	5.42	Engine Mechanical|Most Popular	Cams, Timing & Valvetrain	4.27
Beck Arnley+036-1524	Beck Arnley Valve Cover Gasket 036-1524, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p3039339/sku-963073.jcwx?TID=gglpla	40.77 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/036-1524_is?Beck Arnley+036-1524	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/036-1524_is?Beck Arnley+036-1524	Valve Cover Gasket > Honda > CR-V > 2001 > 036-1524	http://www.jcwhitney.com/p3039339/sku-963073.jcwx?TID=gglpla		Valve Cover Gasket, Beck Arnley, 3039339, 840374	036-1524			Unsold	Stock Ship				2001		Branded						Valve Cover Gasket		direct fit	840374	90-day or 4,000-mile beck arnley limited warranty		No	31.26 USD	 Beck Arnley Valve Cover Gasket			0.00	21.50	2.75	7.01	Engine Mechanical|Most Popular	Cams, Timing & Valvetrain	4.31
Beck Arnley+037-4719	Beck Arnley Exhaust Manifold Gasket 037-4719, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p2024778/sku-950252.jcwx?TID=gglpla	25.78 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/037-4719_is?Beck Arnley+037-4719	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust > Exhaust Manifolds	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/037-4719_is?Beck Arnley+037-4719	Exhaust Manifold Gasket > Acura > Integra > 2001 > 037-4719	http://www.jcwhitney.com/p2024778/sku-950252.jcwx?TID=gglpla		Exhaust Manifold Gasket, Beck Arnley, 2024778, 826435	037-4719			Unsold	Drop Ship				2001		Branded						Exhaust Manifold Gasket		direct fit	826435	beck arnley limited warranty		No	22.04 USD	 Beck Arnley Exhaust Manifold Gasket			0.00	11.98	3.59	6.47	Exhaust	Exhaust, Headers, Manifolds Mufflers & Components	2.87
Beck Arnley+039-0061	Beck Arnley Thermostat Gasket 039-0061, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024968/sku-961193.jcwx?TID=gglpla	10.72 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/039-0061_is?Beck Arnley+039-0061	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/039-0061_is?Beck Arnley+039-0061	Thermostat Gasket > Sterling > 827 > 1991 > 039-0061	http://www.jcwhitney.com/p2024968/sku-961193.jcwx?TID=gglpla		Thermostat Gasket, Beck Arnley, 2024968, 838490	039-0061			Unsold	Stock Ship				1991		Branded						Thermostat Gasket		direct fit	838490	90-day or 4,000-mile beck arnley limited warranty		No	8.79 USD	 Beck Arnley Thermostat Gasket			0.00	1.56	1.75	5.48	Cooling System	Radiators, Fans, Cooling Systems & Components	3.29
Beck Arnley+039-0123	Beck Arnley Thermostat Gasket 039-0123, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024968/sku-961223.jcwx?TID=gglpla	10.47 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/039-0123_is?Beck Arnley+039-0123	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/039-0123_is?Beck Arnley+039-0123	Thermostat Gasket > Honda > CR-Z > 2012 > 039-0123	http://www.jcwhitney.com/p2024968/sku-961223.jcwx?TID=gglpla		Thermostat Gasket, Beck Arnley, 2024968, 838520	039-0123			Medium	Stock Ship				2012		Branded						Thermostat Gasket		direct fit	838520	90-day or 4,000-mile beck arnley limited warranty		No	8.66 USD	 Beck Arnley Thermostat Gasket			0.00	1.87	1.31	5.48	Cooling System	Radiators, Fans, Cooling Systems & Components	2.44
Beck Arnley+039-4058	Beck Arnley Water Pump Gasket 039-4058, direct fit,with 60-day beck arnley limited warranty		http://www.jcwhitney.com/p2025019/sku-963751.jcwx?TID=gglpla	9.94 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/039-4058_is?Beck Arnley+039-4058	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/039-4058_is?Beck Arnley+039-4058	Water Pump Gasket > Honda > CRX > 1991 > 039-4058	http://www.jcwhitney.com/p2025019/sku-963751.jcwx?TID=gglpla		Water Pump Gasket, Beck Arnley, 2025019, 841121	039-4058			Unsold	Drop Ship				1991		Branded						Water Pump Gasket		direct fit	841121	60-day beck arnley limited warranty		No	10.29 USD	 Beck Arnley Water Pump Gasket			0.00	1.70	2.02	6.57	Cooling System	Radiators, Fans, Cooling Systems & Components	1.43
Beck Arnley+039-4106	Beck Arnley Water Pump Gasket 039-4106, direct fit,with 60-day beck arnley limited warranty		http://www.jcwhitney.com/p2025019/sku-963768.jcwx?TID=gglpla	9.72 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/039-4106_is?Beck Arnley+039-4106	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/039-4106_is?Beck Arnley+039-4106	Water Pump Gasket > Honda > Civic > 2000 > 039-4106	http://www.jcwhitney.com/p2025019/sku-963768.jcwx?TID=gglpla		Water Pump Gasket, Beck Arnley, 2025019, 841139	039-4106			Unsold	Stock Ship				2000		Branded						Water Pump Gasket		direct fit	841139	60-day beck arnley limited warranty		No	10.08 USD	 Beck Arnley Water Pump Gasket			0.00	1.50	2.01	6.57	Cooling System	Radiators, Fans, Cooling Systems & Components	1.41
Beck Arnley+039-6115	Beck Arnley Catalytic Converter Gasket 039-6115, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p2024777/sku-950181.jcwx?TID=gglpla	11.02 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/039-6115_is?Beck Arnley+039-6115	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust > Catalytic Converters	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/039-6115_is?Beck Arnley+039-6115	Catalytic Converter Gasket > Sterling > 825 > 1988 > 039-6115	http://www.jcwhitney.com/p2024777/sku-950181.jcwx?TID=gglpla		Catalytic Converter Gasket, Beck Arnley, 2024777, 826364	039-6115			Unsold	Stock Ship				1988		Branded					Front or Rear	Catalytic Converter Gasket		direct fit	826364	beck arnley limited warranty		No	10.49 USD	 Beck Arnley Front Or Rear Catalytic Converter Gasket			0.00	3.63	2.44	4.42	Exhaust	Catalytic Converters & Components	1.53
Beck Arnley+039-6116	Beck Arnley Exhaust Pipe Gasket 039-6116, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p2024777/sku-950182.jcwx?TID=gglpla	9.61 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/039-6116_is?Beck Arnley+039-6116	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Exhaust	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/039-6116_is?Beck Arnley+039-6116	Exhaust Pipe Gasket > Honda > CR-V > 1998 > 039-6116	http://www.jcwhitney.com/p2024777/sku-950182.jcwx?TID=gglpla		Exhaust Pipe Gasket, Beck Arnley, 2024777, 826365	039-6116			Unsold	Stock Ship				1998		Branded						Exhaust Pipe Gasket		direct fit	826365	beck arnley limited warranty		No	7.92 USD	 Beck Arnley Exhaust Pipe Gasket			0.00	2.75	0.96	4.21	Exhaust	Exhaust, Headers, Manifolds Mufflers & Components	1.45
Beck Arnley+039-6398	Beck Arnley Grommet 039-6398, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p2024864/sku-954549.jcwx?TID=gglpla	12.03 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/039-6398_is?Beck Arnley+039-6398	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Engine Parts > Vehicle Engine Gaskets	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/039-6398_is?Beck Arnley+039-6398	Grommet > Honda > Prelude > 1987 > 039-6398	http://www.jcwhitney.com/p2024864/sku-954549.jcwx?TID=gglpla		Grommet, Beck Arnley, 2024864, 831846	039-6398			Unsold	Stock Ship				1987		Branded			Base			Grommet		direct fit	831846	beck arnley limited warranty		No	10.61 USD	 Beck Arnley Grommet			0.00	1.57	2.31	6.73	Engine Mechanical	Other Gaskets & Seals	1.67
Beck Arnley+039-6435	Beck Arnley Valve Cover Grommet 039-6435, direct fit,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2025009/sku-963174.jcwx?TID=gglpla	9.01 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/039-6435_is?Beck Arnley+039-6435	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Valves & Valve Parts	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/039-6435_is?Beck Arnley+039-6435	Valve Cover Grommet > Honda > Civic > 2000 > 039-6435	http://www.jcwhitney.com/p2025009/sku-963174.jcwx?TID=gglpla		Valve Cover Grommet, Beck Arnley, 2025009, 840475	039-6435			Unsold	Drop Ship				2000		Branded						Valve Cover Grommet		direct fit	840475	90-day or 4,000-mile beck arnley limited warranty		No	6.98 USD	 Beck Arnley Valve Cover Grommet			0.00	1.91	0.78	4.29	Engine Mechanical	Cams, Timing & Valvetrain	1.36
Beck Arnley+041-8163	Beck Arnley Oil Filter 041-8163,with 90-day or 4,000-mile beck arnley limited warranty		http://www.jcwhitney.com/p2024846/sku-953617.jcwx?TID=gglpla	15.57 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/041-8163_is?Beck Arnley+041-8163	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Oil Circulation > Oil Filters	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/041-8163_is?Beck Arnley+041-8163	Oil Filter > Mitsubishi > Outlander Sport > 2011 > 041-8163	http://www.jcwhitney.com/p2024846/sku-953617.jcwx?TID=gglpla		Oil Filter, Beck Arnley, 2024846, 829800	041-8163			Unsold	Stock Ship				2011		Branded						Oil Filter			829800	90-day or 4,000-mile beck arnley limited warranty		No	9.44 USD	 Beck Arnley Oil Filter-canister			0.00	4.12	1.38	3.94	Engine Mechanical|Most Popular	Cranks, Pistons, Oil & Components	5.47
Beck Arnley+042-1424	Beck Arnley Air Filter 042-1424, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p3039532/sku-942932.jcwx?TID=gglpla	17.40 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/042-1424_is?Beck Arnley+042-1424	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Air Intake Parts > Vehicle Air Filters	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/042-1424_is?Beck Arnley+042-1424	Air Filter > Honda > Civic > 1987 > 042-1424	http://www.jcwhitney.com/p3039532/sku-942932.jcwx?TID=gglpla		Air Filter, Beck Arnley, 3039532, 798906	042-1424			Unsold	Stock Ship				1987		Branded						Air Filter	paper	direct fit	798906	beck arnley limited warranty		No	14.03 USD	 Beck Arnley Air Filter-paper, Disposable			0.00	6.07	1.61	6.35	Air Intake|Most Popular	Air Filters & Intake Systems	2.12
Beck Arnley+042-1491	Beck Arnley Air Filter 042-1491, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p3039532/sku-942979.jcwx?TID=gglpla	18.42 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/042-1491_is?Beck Arnley+042-1491	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Air Intake Parts > Vehicle Air Filters	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/042-1491_is?Beck Arnley+042-1491	Air Filter > Acura > Integra > 1993 > 042-1491	http://www.jcwhitney.com/p3039532/sku-942979.jcwx?TID=gglpla		Air Filter, Beck Arnley, 3039532, 798953	042-1491			Unsold	Drop Ship				1993		Branded						Air Filter	paper	direct fit	798953	beck arnley limited warranty		No	14.96 USD	 Beck Arnley Air Filter-paper, Disposable			0.00	6.87	1.74	6.35	Air Intake|Most Popular	Air Filters & Intake Systems	2.21
Beck Arnley+042-1546	Beck Arnley Crankcase Breather Filter Element 042-1546, direct fit,with white beck arnley limited warranty		http://www.jcwhitney.com/p2024680/sku-942862.jcwx?TID=gglpla	22.27 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/042-1546_is?Beck Arnley+042-1546	Vehicles & Parts > Vehicle Parts & Accessories	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/042-1546_is?Beck Arnley+042-1546	Crankcase Breather Filter Element > Acura > Integra > 1993 > 042-1546	http://www.jcwhitney.com/p2024680/sku-942862.jcwx?TID=gglpla		Crankcase Breather Filter Element, Beck Arnley, 2024680, 798836	042-1546			Unsold	Drop Ship				1993	white	Branded						Crankcase Breather Filter Element		direct fit	798836	beck arnley limited warranty		No	19.59 USD	 Beck Arnley Crankcase Breather Filter Element-white			0.00	10.99	3.17	5.43	Engine Mechanical	Cranks, Pistons, Oil & Components	2.55
Beck Arnley+042-1556	Beck Arnley Air Filter 042-1556, direct fit,with beck arnley limited warranty		http://www.jcwhitney.com/p3039532/sku-943030.jcwx?TID=gglpla	28.29 USD	new	Beck Arnley	http://images.jcwstatics.com/is/image/Autos/042-1556_is?Beck Arnley+042-1556	Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Air Intake Parts > Vehicle Air Filters	In Stock	US::Ground:0.00 USD	Beck Arnley											N	http://images.jcwstatics.com/is/image/Autos/042-1556_is?Beck Arnley+042-1556	Air Filter > Acura > Integra > 2001 > 042-1556	http://www.jcwhitney.com/p3039532/sku-943030.jcwx?TID=gglpla		Air Filter, Beck Arnley, 3039532, 799004	042-1556			Unsold	Drop Ship				2001		Branded						Air Filter	non-woven fiber	direct fit	799004	beck arnley limited warranty		No	23.03 USD	 Beck Arnley Air Filter-non-woven Fiber, Disposable			0.00	14.51	2.17	6.35	Air Intake|Most Popular	Air Filters & Intake Systems	3.11
